,Name,Imports,,Name,Unique Imports,,LOC,,Total Imports,,Intra Collab,,Extra Collab,,,,
twalthr            ,twalthr,import org.apache.hadoop.mapreduce.TaskAttemptContext,,,,,,,,,,,,,,,
twalthr            ,twalthr,import org.apache.hadoop.mapreduce.TaskAttemptID,,,,,,,,,,,,,,,
twalthr            ,twalthr,import org.apache.hadoop.mapreduce.lib.input.FileInputFormat,,,,,,,,,,,,,,,
Robert Metzger     ,Robert Metzger,import org.apache.hadoop.security.Credentials,,,,,,,,,,,,,,,
Robert Metzger     ,Robert Metzger,import org.apache.hadoop.security.UserGroupInformation,330,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
fpompermaier      ,fpompermaier,import org.apache.hadoop.conf.Configurable,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapreduce.Job,,,,,,,,,,,,,,,
Fabian Hueske     ,Fabian Hueske,import org.apache.hadoop.mapreduce.JobContext,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapreduce.JobID,,,,,,,,,,,,,,,
Fabian Hueske     ,Fabian Hueske,import org.apache.hadoop.mapreduce.OutputCommitter,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapreduce.RecordWriter,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapreduce.TaskAttemptContext,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapreduce.TaskAttemptID,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapreduce.lib.output.FileOutputCommitter,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.security.Credentials,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.security.UserGroupInformation,245,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.io.Writable,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.io.WritableFactories,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapreduce.JobContext,104,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapreduce.Job,50,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Robert Metzger  ,Robert Metzger,import org.apache.hadoop.security.Credentials,49,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Robert Metzger  ,Robert Metzger,import org.apache.hadoop.security.Credentials,,,,,,,,,,,,,,,
Robert Metzger  ,Robert Metzger,import org.apache.hadoop.security.UserGroupInformation,79,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapred.JobConf,70,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek    ,Aljoscha Krettek,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,
twalthr             ,twalthr,import org.apache.hadoop.mapred.JobConf,,,,,,,,,,,,,,,
twalthr             ,twalthr,import org.apache.hadoop.mapred.JobContext,,,,,,,,,,,,,,,
twalthr             ,twalthr,import org.apache.hadoop.mapred.JobID,,,,,,,,,,,,,,,
twalthr             ,twalthr,import org.apache.hadoop.mapred.TaskAttemptContext,,,,,,,,,,,,,,,
twalthr             ,twalthr,import org.apache.hadoop.mapred.TaskAttemptID,171,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Artem Tsikiridis   ,Artem Tsikiridis,import org.apache.hadoop.conf.Configurable,,,,,,,,,,,,,,,
twalthr            ,twalthr,import org.apache.hadoop.mapred.FileInputFormat,,,,,,,,,,,,,,,
twalthr            ,twalthr,import org.apache.hadoop.mapred.JobConf,,,,,,,,,,,,,,,
Fabian Hueske      ,Fabian Hueske,import org.apache.hadoop.mapred.JobConfigurable,,,,,,,,,,,,,,,
twalthr            ,twalthr,import org.apache.hadoop.mapred.RecordReader,,,,,,,,,,,,,,,
Robert Metzger     ,Robert Metzger,import org.apache.hadoop.security.Credentials,,,,,,,,,,,,,,,
Robert Metzger     ,Robert Metzger,import org.apache.hadoop.security.UserGroupInformation,,,,,,,,,,,,,,,
twalthr            ,twalthr,import org.apache.hadoop.util.ReflectionUtils,300,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
fpompermaier      ,fpompermaier,import org.apache.hadoop.conf.Configurable,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapred.JobConf,,,,,,,,,,,,,,,
Fabian Hueske     ,Fabian Hueske,import org.apache.hadoop.mapred.JobConfigurable,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapred.JobContext,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapred.JobID,,,,,,,,,,,,,,,
Fabian Hueske     ,Fabian Hueske,import org.apache.hadoop.mapred.OutputCommitter,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapred.RecordWriter,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapred.TaskAttemptContext,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.mapred.TaskAttemptID,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.security.Credentials,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.security.UserGroupInformation,,,,,,,,,,,,,,,
twalthr           ,twalthr,import org.apache.hadoop.util.ReflectionUtils,211,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
faisalmoeen       ,faisalmoeen,import org.apache.hadoop.mapred.Counters.Counter,,,,,,,,,,,,,,,
faisalmoeen       ,faisalmoeen,import org.apache.hadoop.mapred.InputSplit,,,,,,,,,,,,,,,
faisalmoeen       ,faisalmoeen,import org.apache.hadoop.mapred.Reporter,72,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Artem Tsikiridis  ,Artem Tsikiridis,import org.apache.hadoop.conf.Configurable,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.io.WritableFactories,,,,,,,,,,,,,,,
faisalmoeen       ,faisalmoeen,import org.apache.hadoop.mapred.JobConf,,,,,,,,,,,,,,,
Fabian Hueske     ,Fabian Hueske,import org.apache.hadoop.mapred.JobConfigurable,128,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
mingliang         ,mingliang,import org.apache.hadoop.util.Progressable,35,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapred.JobConf,,,,,,,,,,,,,,,
Fabian Hueske     ,Fabian Hueske,import org.apache.hadoop.mapred.OutputCommitter,54,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Robert Metzger      ,Robert Metzger,import org.apache.hadoop.conf.Configuration,471,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Robert Metzger      ,Robert Metzger,import org.apache.hadoop.util.VersionInfo,,,,,,,,,,,,,,,
Stephan Ewen        ,Stephan Ewen,import org.apache.hadoop.security.UserGroupInformation,336,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Max           ,Max,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,
Max           ,Max,import org.apache.hadoop.security.UserGroupInformation,71,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.io.Writable,61,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
lrajaram              ,lrajaram,import org.apache.hadoop.fs.{Path => HadoopPath},,,,,,,,,,,,,,,
lrajaram              ,lrajaram,import org.apache.hadoop.mapred.{FileInputFormat => MapredFileInputFormat,,,,,,,,,,,,,,,
Aljoscha Krettek      ,Aljoscha Krettek,import org.apache.hadoop.mapreduce.lib.input.{FileInputFormat => MapreduceFileInputFormat},,,,,,,,,,,,,,,
Aljoscha Krettek      ,Aljoscha Krettek,import org.apache.hadoop.mapreduce.{InputFormat => MapreduceInputFormat,798,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapreduce.{InputFormat,49,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapreduce.{Job,32,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapred.{JobConf,48,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Fabian Hueske     ,Fabian Hueske,import org.apache.hadoop.mapred.{OutputCommitter,40,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek      ,Aljoscha Krettek,import org.apache.hadoop.io.Writable,407,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.FSDataInputStream,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.LocatedFileStatus,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.RemoteIterator,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.hdfs.MiniDFSCluster,284,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.FSDataInputStream,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.LocatedFileStatus,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.RemoteIterator,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.hdfs.MiniDFSCluster,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.IntWritable,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.SequenceFile,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.Text,656,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.FSDataInputStream,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.LocatedFileStatus,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.RemoteIterator,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.hdfs.MiniDFSCluster,289,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Lasse Dalegaard  ,Lasse Dalegaard,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,
Lasse Dalegaard  ,Lasse Dalegaard,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Lasse Dalegaard  ,Lasse Dalegaard,import org.apache.hadoop.fs.FSDataOutputStream,151,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.FSDataOutputStream,,,,,,,,,,,,,,,
Lasse Dalegaard   ,Lasse Dalegaard,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,
Lasse Dalegaard   ,Lasse Dalegaard,import org.apache.hadoop.fs.Path,86,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,43,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.FSDataOutputStream,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.LocatedFileStatus,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.RemoteIterator,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.hdfs.DistributedFileSystem,896,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,52,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,124,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Lasse Dalegaard   ,Lasse Dalegaard,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,
Lasse Dalegaard   ,Lasse Dalegaard,import org.apache.hadoop.fs.Path,72,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,
Lasse Dalegaard   ,Lasse Dalegaard,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,
Lasse Dalegaard   ,Lasse Dalegaard,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.SequenceFile,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.Writable,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.compress.CompressionCodec,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.compress.CompressionCodecFactory,150,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Igor Berman  ,Igor Berman,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,
Igor Berman  ,Igor Berman,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Igor Berman  ,Igor Berman,import org.apache.hadoop.mapreduce.lib.output.FileOutputFormat,309,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,65,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.conf.Configuration,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,63,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Till Rohrmann       ,Till Rohrmann,import org.apache.hadoop.fs.FileSystem,673,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
sewen           ,sewen,import org.apache.hadoop.fs.FileSystem,158,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
kl0u  ,kl0u,import org.apache.hadoop.fs.FSDataOutputStream,,,,,,,,,,,,,,,
kl0u  ,kl0u,import org.apache.hadoop.fs.FileUtil,,,,,,,,,,,,,,,
kl0u  ,kl0u,import org.apache.hadoop.fs.Path,329,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.LongWritable,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapreduce.Job,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapreduce.lib.input.TextInputFormat,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapreduce.lib.output.TextOutputFormat,112,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.fs.FileSystem,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.io.IOUtils,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.io.LongWritable,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.io.NullWritable,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.io.SequenceFile,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.mapred.JobConf,,,,,,,,,,,,,,,
Robert Metzger    ,Robert Metzger,import org.apache.hadoop.mapred.SequenceFileInputFormat,222,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.LongWritable,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.Text,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapred.JobConf,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapred.TextInputFormat,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapred.TextOutputFormat,111,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Greg Hogan  ,Greg Hogan,import org.apache.hadoop.io.IntWritable,730,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Robert Metzger   ,Robert Metzger,import org.apache.hadoop.io.IntWritable,725,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Ivan Mushketyk    ,Ivan Mushketyk,import org.apache.hadoop.io.IntWritable,437,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.Writable,608,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.{Text,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapreduce.Job,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapreduce.lib.input.TextInputFormat,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapreduce.lib.output.{FileOutputFormat,71,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.fs.Path,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.io.{Text,,,,,,,,,,,,,,,
Aljoscha Krettek  ,Aljoscha Krettek,import org.apache.hadoop.mapred.{FileOutputFormat,68,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.api.records.Container,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.api.records.ContainerId,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.api.records.ContainerLaunchContext,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.api.records.NodeId,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.api.records.Priority,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.api.records.Resource,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.api.records.Token,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.client.api.AMRMClient,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.client.api.NMClient,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.client.api.async.AMRMClientAsync,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.conf.YarnConfiguration,298,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.api.records.ContainerLaunchContext,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.client.api.AMRMClient,,,,,,,,,,,,,,,
Till Rohrmann  ,Till Rohrmann,import org.apache.hadoop.yarn.client.api.NMClient,,,,,,,,,,,,,,,
